0,0008653910;-1,0376352950;0,0000000000;1,0376352950;0,0008653910;0,0000000000;0,0008653910
0,1041180640;0,6630015661;-2,3403468488;2,4324461863;0,1041180640;0,0000000000;0,1041180640
-0,1053687710;-0,9436417442;1,5038250904;1,7753730999;-0,1053687710;0,0000000000;0,1053687710
-0,0966184810;-1,1502284973;-0,8639726652;1,4385667737;-0,0966184810;0,0000000000;0,0966184810
0,2744618650;0,5739546228;0,5001569222;0,7613020792;0,2744618650;-0,0000000000;0,2744618650
0,1006246510;0,4771888319;-2,1677770551;2,2196771256;0,1006246510;0,0000000000;0,1006246510
-0,0316828270;-0,2909832628;0,2130418580;0,3606356783;-0,0316828270;0,0000000000;0,0316828270
0,1788619310;-0,7225032236;-1,7945898705;1,9345706788;0,1788619310;0,0000000000;0,1788619310
-0,0411548840;2,5909345746;-3,1669069526;4,0917284387;-0,0411548840;0,0000000000;0,0411548840
0,0745764000;-0,6881660098;-2,4921549987;2,5854224016;0,0745764000;-0,0000000000;0,0745764000
-0,0565843430;1,1042635016;-0,7498355826;1,3347851070;-0,0565843430;0,0000000000;0,0565843430
-0,0115194750;-1,3681035632;1,1536757853;1,7896019606;-0,0115194750;0,0000000000;0,0115194750
0,3724415900;3,3128445670;-1,5938337471;3,6763086294;0,3724415900;0,0000000000;0,3724415900
-0,3332965670;-0,0295013006;2,3779542138;2,3781372058;-0,3332965670;-0,0000000000;0,3332965670
-0,0767048600;-1,4144155420;-2,7228473176;3,0683006438;-0,0767048600;0,0000000000;0,0767048600
0,0126356380;0,7105978910;-0,3340849048;0,7852146753;0,0126356380;0,0000000000;0,0126356380
0,0643009100;0,2166529824;-1,3891153712;1,4059089690;0,0643009100;0,0000000000;0,0643009100
0,0619674510;3,1785175016;0,2724417686;3,1901720997;0,0619674510;0,0000000000;0,0619674510
0,0353067520;-0,1112434565;0,3178918085;0,3367941635;0,0353067520;-0,0000000000;0,0353067520
-0,0119761540;2,0284172785;0,5913085833;2,1128470121;-0,0119761540;-0,0000000000;0,0119761540
0,0133470880;-0,1834728371;1,1599514135;1,1743719869;0,0133470880;-0,0000000000;0,0133470880
-0,0152558180;0,9767672995;-0,2602996924;1,0108562149;-0,0152558180;-0,0000000000;0,0152558180
-0,0321711970;-3,6759148639;2,9950373897;4,7415819146;-0,0321711970;-0,0000000000;0,0321711970
-0,4216138720;-0,5846331490;-0,5969560660;0,8355551829;-0,4216138720;0,0000000000;0,4216138720
0,1760267170;-1,6876705712;2,0582893471;2,6617263183;0,1760267170;0,0000000000;0,1760267170
-0,0351002220;-0,0703696886;0,1250510617;0,1434909792;-0,0351002220;0,0000000000;0,0351002220
-0,0438633900;0,1522108339;1,0463630912;1,0573759296;-0,0438633900;0,0000000000;0,0438633900
0,0087895330;-1,4485314637;-0,2026460953;1,4626376315;0,0087895330;0,0000000000;0,0087895330
-0,0467878360;2,8610914955;-0,4271519204;2,8928019823;-0,0467878360;0,0000000000;0,0467878360
0,0102653570;-1,3646793945;-1,0692396712;1,7336733615;0,0102653570;0,0000000000;0,0102653570
0,0352560060;0,6485089859;1,9445400731;2,0498292614;0,0352560060;-0,0000000000;0,0352560060
0,0091221810;-1,5222034583;-0,0980076376;1,5253553244;0,0091221810;-0,0000000000;0,0091221810
-0,0227758720;-0,3785247201;-0,3295929848;0,5019088556;-0,0227758720;0,0000000000;0,0227758720
-0,0430743730;0,4336386718;-0,9101469391;1,0081715868;-0,0430743730;-0,0000000000;0,0430743730
0,0021399420;-0,4477020469;-0,5307914947;0,6943894683;0,0021399420;0,0000000000;0,0021399420
0,0028915880;-2,0681994293;-0,1071972985;2,0709756493;0,0028915880;-0,0000000000;0,0028915880
-0,0483937900;-1,5936214905;-1,9399785228;2,5106067243;-0,0483937900;0,0000000000;0,0483937900
0,0049328720;1,2864542531;1,7636674237;2,1829996167;0,0049328720;-0,0000000000;0,0049328720
0,0090557310;-0,1134298856;1,0526254527;1,0587193597;0,0090557310;-0,0000000000;0,0090557310
0,1206026080;1,1703825212;-0,8028712620;1,4192947225;0,1206026080;0,0000000000;0,1206026080
0,3504198490;1,9058122963;-0,1846065043;1,9147323756;0,3504198490;0,0000000000;0,3504198490
-0,0497415290;0,6239348087;1,4562278742;1,5842645824;-0,0497415290;-0,0000000000;0,0497415290
0,0187469570;-1,1048264331;1,9570326055;2,2473580191;0,0187469570;0,0000000000;0,0187469570
-0,0200236270;1,3567119478;-1,6355558431;2,1250200529;-0,0200236270;0,0000000000;0,0200236270
-0,0189092760;1,8066268815;0,4199451898;1,8547923472;-0,0189092760;0,0000000000;0,0189092760
0,0583825600;1,9209985179;2,0807462453;2,8319145897;0,0583825600;-0,0000000000;0,0583825600
0,0035124450;-0,2007486935;1,1516248108;1,1689909079;0,0035124450;0,0000000000;0,0035124450
0,0323334040;0,4978160367;-1,4515824126;1,5345723531;0,0323334040;-0,0000000000;0,0323334040
-0,0041875240;1,4284634516;2,7178072724;3,0703394279;-0,0041875240;-0,0000000000;0,0041875240
0,0534020660;-1,4864400364;1,2413303157;1,9365962239;0,0534020660;0,0000000000;0,0534020660
-0,1936610040;-0,1358390482;-0,2628513782;0,2958768225;-0,1936610040;-0,0000000000;0,1936610040
